scenario,rep,seed,groups,pop,area_type,p_MDA_percent,p_covered,Y_TAS,tas_sample,mf_prev_2010_end,ant_prev_2010_end_allages,years_to_elimination,total_infected_people,total_years_with_infection,total_mda_doses,mda_years,tas_surveys,mf_zero_at_end,final_year
1,9,924365,316,52333,subvillage,0.6,0.7,2,1500,0.584192,3.53054,-1,1222,4198,128637,6,3,1,2023
1,10,924366,316,52478,subvillage,0.6,0.7,2,1500,0.572738,3.58931,-1,1109,3630,132788,7,3,1,2024
1,1,1024357,316,51985,subvillage,0.6,0.7,3,1500,0.631921,3.66455,-1,1309,4609,151798,8,3,1,2026
1,2,1024358,316,52392,subvillage,0.6,0.7,3,1500,0.643375,3.64753,-1,1322,4583,137383,6,2,1,2024
1,3,1024359,316,52501,subvillage,0.6,0.7,3,1500,0.588011,3.61503,-1,1331,4758,138157,6,2,1,2024
1,4,1024360,316,52607,subvillage,0.6,0.7,3,1500,0.586102,3.52033,-1,1116,3847,138188,8,3,1,2026
1,5,1024361,316,52504,subvillage,0.6,0.7,3,1500,0.607102,3.53358,-1,1317,4603,147589,7,2,1,2025
1,6,1024362,316,52331,subvillage,0.6,0.7,3,1500,0.626193,3.59427,-1,1279,4559,134813,7,2,1,2025
1,7,1024363,316,52079,subvillage,0.6,0.7,3,1500,0.578465,3.47819,-1,1348,4784,157099,7,2,1,2025
1,8,1024364,316,52427,subvillage,0.6,0.7,3,1500,0.557465,3.40994,-1,1114,3756,139714,8,3,1,2026
1,9,1024365,316,52148,subvillage,0.6,0.7,3,1500,0.607102,3.56064,-1,1194,4227,144890,7,2,1,2025
1,10,1024366,316,52341,subvillage,0.6,0.7,3,1500,0.555556,3.46178,-1,1220,4177,121327,5,2,1,2023
1,1,924457,316,52659,subvillage,0.6,0.8,2,1500,0.593738,3.46034,-1,1157,3597,129631,5,2,1,2022
1,2,924458,316,52257,subvillage,0.6,0.8,2,1500,0.547919,3.48461,-1,1011,3050,117234,5,2,1,2022
1,3,924459,316,52203,subvillage,0.6,0.8,2,1500,0.528828,3.52057,-1,973,2962,117132,5,2,1,2022
1,4,924460,316,52191,subvillage,0.6,0.8,2,1500,0.63383,3.70625,-1,1178,3638,113087,4,2,1,2021
1,5,924461,316,52018,subvillage,0.6,0.8,2,1500,0.578465,3.63466,-1,1165,3666,109250,4,2,1,2021
1,6,924462,316,52620,subvillage,0.6,0.8,2,1500,0.582283,3.52678,-1,1230,3828,127520,5,2,1,2022
1,7,924463,316,52327,subvillage,0.6,0.8,2,1500,0.614738,3.5743,-1,1193,3726,129351,6,3,1,2023
1,8,924464,316,52127,subvillage,0.6,0.8,2,1500,0.639557,3.65322,-1,1245,3916,132679,6,3,1,2023
1,9,924465,316,52409,subvillage,0.6,0.8,2,1500,0.551737,3.47151,-1,1004,3110,108575,4,2,1,2021
1,10,924466,316,52412,subvillage,0.6,0.8,2,1500,0.631921,3.43748,-1,1060,3342,119076,5,2,1,2022
1,1,1024457,316,52353,subvillage,0.6,0.8,3,1500,0.568919,3.5885,-1,1228,4126,128407,5,2,1,2023
1,2,1024458,316,52473,subvillage,0.6,0.8,3,1500,0.595647,3.64207,-1,1195,3805,111103,4,1,1,2022
1,3,1024459,316,52097,subvillage,0.6,0.8,3,1500,0.572738,3.52334,-1,1130,3603,122723,5,2,1,2023
1,4,1024460,316,52628,subvillage,0.6,0.8,3,1500,0.679649,3.63487,-1,1342,4565,138434,5,2,1,2023
1,5,1024461,316,52223,subvillage,0.6,0.8,3,1500,0.555556,3.43105,-1,1122,3476,121278,5,2,1,2023
1,6,1024462,316,52357,subvillage,0.6,0.8,3,1500,0.63383,3.49093,-1,1185,3892,133992,6,2,1,2024
1,7,1024463,316,52362,subvillage,0.6,0.8,3,1500,0.620466,3.51638,-1,1145,3792,132670,6,2,1,2024
1,8,1024464,316,52251,subvillage,0.6,0.8,3,1500,0.565101,3.6146,-1,1152,3824,119797,5,2,1,2023
1,9,1024465,316,52001,subvillage,0.6,0.8,3,1500,0.572738,3.53647,-1,1106,3528,119107,5,2,1,2023
1,10,1024466,316,52137,subvillage,0.6,0.8,3,1500,0.584192,3.40892,-1,1149,3793,114919,4,1,1,2022
1,1,1024257,316,52170,subvillage,0.7,0.6,2,1500,0.603284,3.57054,-1,1272,4501,136283,8,4,1,2025
1,2,1024258,316,52365,subvillage,0.7,0.6,2,1500,0.605193,3.58775,-1,1251,4457,127552,7,3,1,2024
1,3,1024259,316,52451,subvillage,0.7,0.6,2,1500,0.559374,3.50492,-1,1213,4384,131858,7,3,1,2024
1,4,1024260,316,52323,subvillage,0.7,0.6,2,1500,0.637648,3.6136,-1,1344,4812,140940,8,4,1,2025
1,5,1024261,316,52316,subvillage,0.7,0.6,2,1500,0.559374,3.53737,-1,1162,4237,137293,10,5,1,2027
1,6,1024262,316,53072,subvillage,0.7,0.6,2,1500,0.580374,3.57191,-1,1341,4770,144027,13,6,1,2030
1,7,1024263,316,52219,subvillage,0.7,0.6,2,1500,0.599465,3.47299,-1,1234,4218,140841,9,4,1,2026
1,8,1024264,316,52127,subvillage,0.7,0.6,2,1500,0.626193,3.67314,-1,1259,4354,143929,11,5,1,2028
1,9,1024265,316,52227,subvillage,0.7,0.6,2,1500,0.570829,3.46333,-1,1141,3920,128039,7,3,1,2024
1,10,1024266,316,52816,subvillage,0.7,0.6,2,1500,0.591829,3.55439,-1,1297,4486,141229,9,4,1,2026
1,1,1124257,316,52644,subvillage,0.7,0.6,3,1500,0.591829,3.598,-1,1383,5114,154528,11,4,1,2029
1,2,1124258,316,52649,subvillage,0.7,0.6,3,1500,0.597556,3.51511,-1,1262,4706,157479,10,3,1,2028
1,3,1124259,316,52642,subvillage,0.7,0.6,3,1500,0.595647,3.60678,-1,1353,4593,150987,9,3,1,2027
1,4,1124260,316,52274,subvillage,0.7,0.6,3,1500,0.578465,3.4013,-1,1351,5018,147954,8,3,1,2026
1,5,1124261,316,52679,subvillage,0.7,0.6,3,1500,0.576556,3.54786,-1,1371,5033,160995,11,4,1,2029
1,6,1124262,316,52627,subvillage,0.7,0.6,3,1500,0.574647,3.58526,-1,1410,5181,168648,10,3,1,2028
1,7,1124263,316,52200,subvillage,0.7,0.6,3,1500,0.582283,3.45638,-1,1169,4375,116660,6,2,1,2024
1,8,1124264,316,52950,subvillage,0.7,0.6,3,1500,0.561283,3.59407,-1,1421,5388,166019,10,3,1,2028
1,9,1124265,316,52374,subvillage,0.7,0.6,3,1500,0.605193,3.57054,-1,1332,5164,136434,8,3,1,2026
1,10,1124266,316,52696,subvillage,0.7,0.6,3,1500,0.605193,3.57327,-1,1332,4630,150658,9,3,1,2027
1,1,1024357,316,51987,subvillage,0.7,0.7,2,1500,0.631921,3.66455,-1,1237,4183,129163,6,3,1,2023
1,2,1024358,316,52178,subvillage,0.7,0.7,2,1500,0.643375,3.64753,-1,1240,4102,133209,7,3,1,2024
1,3,1024359,316,52546,subvillage,0.7,0.7,2,1500,0.588011,3.61503,-1,1252,4244,129227,6,3,1,2023
1,4,1024360,316,52249,subvillage,0.7,0.7,2,1500,0.586102,3.52033,-1,1060,3476,119266,6,3,1,2023
1,5,1024361,316,52279,subvillage,0.7,0.7,2,1500,0.607102,3.53358,-1,1257,4188,137114,8,4,1,2025
1,6,1024362,316,52300,subvillage,0.7,0.7,2,1500,0.626193,3.59427,-1,1215,4156,125903,7,3,1,2024
1,7,1024363,316,52272,subvillage,0.7,0.7,2,1500,0.578465,3.47819,-1,1259,4210,132733,6,3,1,2023
1,8,1024364,316,52358,subvillage,0.7,0.7,2,1500,0.557465,3.40994,-1,1052,3402,124295,7,3,1,2024
1,9,1024365,316,52361,subvillage,0.7,0.7,2,1500,0.607102,3.56064,-1,1143,3846,121922,6,3,1,2023
1,10,1024366,316,52284,subvillage,0.7,0.7,2,1500,0.555556,3.46178,-1,1149,3761,134666,7,3,1,2024
1,1,1124357,316,52480,subvillage,0.7,0.7,3,1500,0.597556,3.59184,-1,1211,4199,146805,8,3,1,2026
1,2,1124358,316,52550,subvillage,0.7,0.7,3,1500,0.612829,3.63428,-1,1325,4701,137429,6,2,1,2024
1,3,1124359,316,52478,subvillage,0.7,0.7,3,1500,0.631921,3.67947,-1,1259,4374,134497,6,2,1,2024
1,4,1124360,316,52308,subvillage,0.7,0.7,3,1500,0.551737,3.56249,-1,1198,4300,143357,7,2,1,2025
1,5,1124361,316,51983,subvillage,0.7,0.7,3,1500,0.624284,3.59848,-1,1354,4655,147486,7,2,1,2025
1,6,1124362,316,52229,subvillage,0.7,0.7,3,1500,0.601375,3.60073,-1,1230,4095,133296,6,2,1,2024
1,7,1124363,316,52810,subvillage,0.7,0.7,3,1500,0.588011,3.54657,-1,1295,4564,146482,6,2,1,2024
1,8,1124364,316,52072,subvillage,0.7,0.7,3,1500,0.597556,3.53402,-1,1252,4379,153781,8,3,1,2026
1,9,1124365,316,52225,subvillage,0.7,0.7,3,1500,0.557465,3.45454,-1,1166,4018,124294,6,2,1,2024
1,10,1124366,316,52305,subvillage,0.7,0.7,3,1500,0.597556,3.55445,-1,1184,4065,132305,6,2,1,2024
1,1,1024457,316,52201,subvillage,0.7,0.8,2,1500,0.568919,3.5885,-1,1193,3816,139785,8,4,1,2025
1,2,1024458,316,52250,subvillage,0.7,0.8,2,1500,0.595647,3.64207,-1,1148,3539,119023,5,2,1,2022
1,3,1024459,316,52377,subvillage,0.7,0.8,2,1500,0.572738,3.52334,-1,1099,3383,128776,6,3,1,2023
1,4,1024460,316,52464,subvillage,0.7,0.8,2,1500,0.679649,3.63487,-1,1305,4238,115182,4,2,1,2021
1,5,1024461,316,52279,subvillage,0.7,0.8,2,1500,0.555556,3.43105,-1,1075,3235,125511,6,3,1,2023
1,6,1024462,316,52406,subvillage,0.7,0.8,2,1500,0.63383,3.49093,-1,1152,3638,130165,6,3,1,2023
1,7,1024463,316,52275,subvillage,0.7,0.8,2,1500,0.620466,3.51638,-1,1102,3504,108786,4,2,1,2021
1,8,1024464,316,52181,subvillage,0.7,0.8,2,1500,0.565101,3.6146,-1,1119,3592,124869,6,3,1,2023
1,9,1024465,316,51988,subvillage,0.7,0.8,2,1500,0.572738,3.53647,-1,1081,3305,108665,4,2,1,2021
1,10,1024466,316,51996,subvillage,0.7,0.8,2,1500,0.584192,3.40892,-1,1106,3534,125370,5,2,1,2022
1,1,1124457,316,52784,subvillage,0.7,0.8,3,1500,0.605193,3.56325,-1,1121,3667,140165,6,2,1,2024
1,2,1124458,316,52146,subvillage,0.7,0.8,3,1500,0.622375,3.60857,-1,1264,4210,135656,5,2,1,2023
1,3,1124459,316,52368,subvillage,0.7,0.8,3,1500,0.618557,3.45756,-1,1111,3643,131188,5,2,1,2023
1,4,1124460,316,51688,subvillage,0.7,0.8,3,1500,0.626193,3.56945,-1,1186,3888,125362,5,2,1,2023
1,5,1124461,316,52427,subvillage,0.7,0.8,3,1500,0.599465,3.59963,-1,1064,3416,132586,6,2,1,2024
1,6,1124462,316,52169,subvillage,0.7,0.8,3,1500,0.618557,3.46345,-1,1089,3572,121600,5,2,1,2023
1,7,1124463,316,52212,subvillage,0.7,0.8,3,1500,0.630011,3.60405,-1,1250,4130,130414,5,2,1,2023
1,8,1124464,316,52170,subvillage,0.7,0.8,3,1500,0.603284,3.34074,-1,1190,4013,116350,4,1,1,2022
1,9,1124465,316,52207,subvillage,0.7,0.8,3,1500,0.607102,3.59839,-1,1189,3814,117977,4,1,1,2022
1,10,1124466,316,52261,subvillage,0.7,0.8,3,1500,0.660557,3.64669,-1,1249,4028,147499,8,3,1,2026
1,1,1124257,316,52322,subvillage,0.8,0.6,2,1500,0.591829,3.598,-1,1276,4420,132392,8,4,1,2025
1,2,1124258,316,52457,subvillage,0.8,0.6,2,1500,0.597556,3.51511,-1,1164,4071,137229,8,4,1,2025
1,3,1124259,316,52538,subvillage,0.8,0.6,2,1500,0.595647,3.60678,-1,1411,4999,154276,12,6,1,2029
1,4,1124260,316,52515,subvillage,0.8,0.6,2,1500,0.578465,3.4013,-1,1250,4373,144539,10,5,1,2027
1,5,1124261,316,52184,subvillage,0.8,0.6,2,1500,0.576556,3.54786,-1,1242,4321,138997,9,4,1,2026
1,6,1124262,316,52368,subvillage,0.8,0.6,2,1500,0.574647,3.58526,-1,1310,4509,136894,8,4,1,2025
1,7,1124263,316,52599,subvillage,0.8,0.6,2,1500,0.582283,3.45638,-1,1108,3934,123125,8,4,1,2025
1,8,1124264,316,52893,subvillage,0.8,0.6,2,1500,0.561283,3.59407,-1,1300,4660,153994,12,6,1,2029
1,9,1124265,316,52310,subvillage,0.8,0.6,2,1500,0.605193,3.57054,-1,1248,4502,130582,9,4,1,2026
1,10,1124266,316,52619,subvillage,0.8,0.6,2,1500,0.605193,3.57327,-1,1408,4981,146372,8,4,1,2025
1,1,1224257,316,52416,subvillage,0.8,0.6,3,1500,0.601375,3.61153,-1,1547,5774,169546,13,4,1,2031
1,2,1224258,316,52709,subvillage,0.8,0.6,3,1500,0.582283,3.57573,-1,1418,5337,153247,11,4,1,2029
1,3,1224259,316,52242,subvillage,0.8,0.6,3,1500,0.595647,3.65928,-1,1470,5560,155569,9,3,1,2027
1,4,1224260,316,52319,subvillage,0.8,0.6,3,1500,0.618557,3.55524,-1,1400,5165,150278,8,3,1,2026
1,5,1224261,316,52373,subvillage,0.8,0.6,3,1500,0.605193,3.67984,-1,1405,5454,144817,8,3,1,2026
1,6,1224262,316,52132,subvillage,0.8,0.6,3,1500,0.639557,3.69952,-1,1345,5147,145887,8,3,1,2026
1,7,1224263,316,53054,subvillage,0.8,0.6,3,1500,0.582283,3.53607,-1,1337,5017,155304,14,5,1,2032
1,8,1224264,316,52352,subvillage,0.8,0.6,3,1500,0.591829,3.42589,-1,1327,5178,151829,9,3,1,2027
1,9,1224265,316,52109,subvillage,0.8,0.6,3,1500,0.616648,3.60474,-1,1378,5124,146135,8,3,1,2026
1,10,1224266,316,52384,subvillage,0.8,0.6,3,1500,0.630011,3.53178,-1,1450,5395,162545,10,3,1,2028
1,1,1124357,316,52483,subvillage,0.8,0.7,2,1500,0.597556,3.59184,-1,1150,3819,127840,6,3,1,2023
1,2,1124358,316,52320,subvillage,0.8,0.7,2,1500,0.612829,3.63428,-1,1253,4193,128087,6,3,1,2023
1,3,1124359,316,52218,subvillage,0.8,0.7,2,1500,0.631921,3.67947,-1,1173,3908,131723,7,3,1,2024
1,4,1124360,316,52231,subvillage,0.8,0.7,2,1500,0.551737,3.56249,-1,1123,3812,116728,5,2,1,2022
1,5,1124361,316,52059,subvillage,0.8,0.7,2,1500,0.624284,3.59848,-1,1276,4185,137166,7,3,1,2024
1,6,1124362,316,52301,subvillage,0.8,0.7,2,1500,0.601375,3.60073,-1,1182,3733,132872,7,3,1,2024
1,7,1124363,316,52624,subvillage,0.8,0.7,2,1500,0.588011,3.54657,-1,1221,4076,146677,8,4,1,2025
1,8,1124364,316,51824,subvillage,0.8,0.7,2,1500,0.597556,3.53402,-1,1177,3864,141712,7,3,1,2024
1,9,1124365,316,52256,subvillage,0.8,0.7,2,1500,0.557465,3.45454,-1,1110,3605,119930,6,3,1,2023
1,10,1124366,316,52389,subvillage,0.8,0.7,2,1500,0.597556,3.55445,-1,1124,3660,137232,8,4,1,2025
1,1,1224357,316,52394,subvillage,0.8,0.7,3,1500,0.576556,3.53245,-1,1265,4473,137499,6,2,1,2024
1,2,1224358,316,52320,subvillage,0.8,0.7,3,1500,0.652921,3.59899,-1,1254,4419,130527,6,2,1,2024
1,3,1224359,316,52368,subvillage,0.8,0.7,3,1500,0.595647,3.54712,-1,1259,4466,146403,7,2,1,2025
1,4,1224360,316,52078,subvillage,0.8,0.7,3,1500,0.591829,3.49987,-1,1325,4613,155562,8,3,1,2026
1,5,1224361,316,52178,subvillage,0.8,0.7,3,1500,0.586102,3.72658,-1,1312,4633,138848,8,3,1,2026
1,6,1224362,316,52248,subvillage,0.8,0.7,3,1500,0.603284,3.67795,-1,1290,4510,150719,8,3,1,2026
1,7,1224363,316,52477,subvillage,0.8,0.7,3,1500,0.528828,3.45856,-1,1081,3761,124049,6,2,1,2024
1,8,1224364,316,52320,subvillage,0.8,0.7,3,1500,0.58992,3.38565,-1,1288,4525,156881,8,3,1,2026
1,9,1224365,316,52269,subvillage,0.8,0.7,3,1500,0.622375,3.60676,-1,1388,5030,160949,8,3,1,2026
1,10,1224366,316,52455,subvillage,0.8,0.7,3,1500,0.58992,3.6643,-1,1158,4080,150937,7,2,1,2025
1,1,1124457,316,52695,subvillage,0.8,0.8,2,1500,0.605193,3.56325,-1,1094,3429,129958,6,3,1,2023
1,2,1124458,316,52095,subvillage,0.8,0.8,2,1500,0.622375,3.60857,-1,1202,3846,127624,5,2,1,2022
1,3,1124459,316,52381,subvillage,0.8,0.8,2,1500,0.618557,3.45756,-1,1084,3435,128229,5,2,1,2022
1,4,1124460,316,51891,subvillage,0.8,0.8,2,1500,0.626193,3.56945,-1,1151,3657,124499,5,2,1,2022
1,5,1124461,316,52527,subvillage,0.8,0.8,2,1500,0.599465,3.59963,-1,1040,3205,120600,6,3,1,2023
1,6,1124462,316,52178,subvillage,0.8,0.8,2,1500,0.618557,3.46345,-1,1072,3383,116962,5,2,1,2022
1,7,1124463,316,52428,subvillage,0.8,0.8,2,1500,0.630011,3.60405,-1,1222,3873,134633,6,3,1,2023
1,8,1124464,316,52104,subvillage,0.8,0.8,2,1500,0.603284,3.34074,-1,1160,3754,123580,5,2,1,2022
1,9,1124465,316,51991,subvillage,0.8,0.8,2,1500,0.607102,3.59839,-1,1155,3582,105857,4,2,1,2021
1,10,1124466,316,52136,subvillage,0.8,0.8,2,1500,0.660557,3.64669,-1,1208,3767,128399,6,3,1,2023
1,1,1224457,316,52050,subvillage,0.8,0.8,3,1500,0.614738,3.45091,-1,1205,3862,132302,6,2,1,2024
1,2,1224458,316,52174,subvillage,0.8,0.8,3,1500,0.624284,3.60119,-1,1109,3537,108575,4,1,1,2022
1,3,1224459,316,53013,subvillage,0.8,0.8,3,1500,0.538373,3.47271,-1,1053,3283,120969,6,2,1,2024
1,4,1224460,316,52051,subvillage,0.8,0.8,3,1500,0.63383,3.68142,-1,1222,4008,128687,5,2,1,2023
1,5,1224461,316,52327,subvillage,0.8,0.8,3,1500,0.637648,3.58704,-1,1177,4020,138258,8,3,1,2026
1,6,1224462,316,52125,subvillage,0.8,0.8,3,1500,0.618557,3.59275,-1,1118,3529,115762,4,1,1,2022
1,7,1224463,316,52302,subvillage,0.8,0.8,3,1500,0.612829,3.4309,-1,1080,3570,112859,5,2,1,2023
1,8,1224464,316,52525,subvillage,0.8,0.8,3,1500,0.628102,3.73193,-1,1176,3897,141783,6,2,1,2024
1,9,1224465,316,52178,subvillage,0.8,0.8,3,1500,0.586102,3.50847,-1,1112,3616,128564,5,2,1,2023
1,10,1224466,316,52428,subvillage,0.8,0.8,3,1500,0.628102,3.60166,-1,1208,3967,133378,5,2,1,2023
