Group,Population,X,Y
216,19,12.100000000000001,2.7500000000000004
217,25,12.65,2.7500000000000004
218,24,3.8500000000000005,2.2
219,321,4.95,2.2
220,330,5.5,2.2
221,321,6.050000000000001,2.2
222,321,6.6000000000000005,2.2
223,610,7.15,2.2
224,296,7.700000000000001,2.2
225,67,8.25,2.2
226,400,8.8,2.2
227,64,9.350000000000001,2.2
228,55,9.9,2.2
229,159,10.450000000000001,2.2
230,349,11,2.2
231,462,11.55,2.2
232,552,12.100000000000001,2.2
233,368,12.65,2.2
234,65,0,1.6500000000000004
235,159,3.3000000000000003,1.6500000000000004
236,182,3.8500000000000005,1.6500000000000004
237,37,4.4,1.6500000000000004
238,207,5.5,1.6500000000000004
239,143,6.6000000000000005,1.6500000000000004
240,235,7.15,1.6500000000000004
241,447,7.700000000000001,1.6500000000000004
242,122,8.25,1.6500000000000004
243,86,8.8,1.6500000000000004
244,84,9.350000000000001,1.6500000000000004
245,388,10.450000000000001,1.6500000000000004
246,610,11,1.6500000000000004
247,610,11.55,1.6500000000000004
248,697,12.100000000000001,1.6500000000000004
249,428,12.65,1.6500000000000004
250,52,0.55,1.1
251,18,1.1,1.1
252,345,3.3000000000000003,1.1
253,630,3.8500000000000005,1.1
254,290,4.4,1.1
255,26,5.5,1.1
256,360,6.6000000000000005,1.1
257,54,7.15,1.1
258,220,7.700000000000001,1.1
259,130,8.25,1.1
260,10,8.8,1.1
261,68,9.350000000000001,1.1
262,386,10.450000000000001,1.1
263,259,11,1.1
264,610,11.55,1.1
265,378,12.100000000000001,1.1
266,20,12.65,1.1
267,12,0,0.55
268,16,2.75,0.55
269,319,3.3000000000000003,0.55
270,140,3.8500000000000005,0.55
271,238,4.4,0.55
272,139,4.95,0.55
273,12,6.050000000000001,0.55
274,42,7.700000000000001,0.55
275,113,8.25,0.55
276,32,8.8,0.55
277,53,9.350000000000001,0.55
278,338,9.9,0.55
279,464,10.450000000000001,0.55
280,215,11,0.55
281,67,11.55,0.55
282,87,12.100000000000001,0.55
283,53,12.65,0.55
284,99,1.6500000000000001,0
285,106,2.2,0
286,21,3.3000000000000003,0
287,129,3.8500000000000005,0
288,227,4.4,0
289,40,4.95,0
290,384,5.5,0
291,337,6.050000000000001,0
292,36,6.6000000000000005,0
293,89,9.350000000000001,0
294,288,9.9,0
295,312,10.450000000000001,0
296,399,11,0
297,468,11.55,0
298,296,12.100000000000001,0
