Group,Population,X,Y
217,30,-151664.7338826831,87496.5233911965
218,37,-208252.45926998154,86952.41064708866
219,99,-207708.34652587288,86952.41064708866
220,99,-206076.00829354697,86952.41064708866
221,34,-205531.8955494383,86952.41064708866
222,84,-207164.23378176423,86408.29790297896
223,32,-206620.12103765563,86408.29790297896
224,85,-206076.00829354697,86408.29790297896
225,101,-205531.8955494383,86408.29790297896
226,17,-150576.50839446584,86408.29790297896
227,59,-205531.8955494383,85864.18515887111
228,42,-204987.78280532965,85864.18515887111
229,44,-150576.50839446584,85864.18515887111
230,38,-150032.39565035718,85864.18515887111
231,18,-204987.78280532965,85320.07241476141
232,17,-150032.39565035718,85320.07241476141
233,45,-149488.28290624853,85320.07241476141
234,57,-204987.78280532965,84775.95967065357
235,78,-149488.28290624853,84775.95967065357
236,105,-148944.17016213987,84775.95967065357
237,27,-204987.78280532965,84231.84692654572
238,91,-204443.67006122106,84231.84692654572
239,66,-148944.17016213987,84231.84692654572
240,50,-148400.05741803127,84231.84692654572
241,111,-204443.67006122106,83687.73418243602
242,13,-148944.17016213987,83687.73418243602
243,91,-148400.05741803127,83687.73418243602
244,15,-204443.67006122106,83143.62143832818
245,18,-203899.5573171124,83143.62143832818
246,23,-148944.17016213987,83143.62143832818
247,86,-148400.05741803127,83143.62143832818
248,18,-148400.05741803127,82599.50869421847
249,26,-147855.9446739226,82599.50869421847
250,48,-148400.05741803127,82055.39595011063
251,113,-147855.9446739226,82055.39595011063
252,19,-201723.10634067783,81511.28320600092
253,13,-201178.99359656923,81511.28320600092
254,13,-148944.17016213987,81511.28320600092
255,159,-147855.9446739226,81511.28320600092
256,13,-148944.17016213987,80967.17046189308
257,58,-148400.05741803127,80967.17046189308
258,150,-147855.9446739226,80967.17046189308
259,80,-147311.83192981395,80967.17046189308
260,40,-148400.05741803127,80423.05771778524
261,75,-147855.9446739226,80423.05771778524
262,107,-147311.83192981395,80423.05771778524
263,23,-148400.05741803127,79878.94497367553
264,152,-147855.9446739226,79878.94497367553
265,121,-147311.83192981395,79878.94497367553
266,21,-199002.54262013466,79334.83222956769
267,24,-198458.429876026,79334.83222956769
268,13,-148400.05741803127,79334.83222956769
269,52,-147855.9446739226,79334.83222956769
270,373,-147311.83192981395,79334.83222956769
271,10,-146767.71918570535,79334.83222956769
272,22,-199002.54262013466,78790.71948545799
273,113,-198458.429876026,78790.71948545799
274,43,-151664.7338826831,78790.71948545799
275,11,-148400.05741803127,78790.71948545799
276,14,-147855.9446739226,78790.71948545799
277,150,-147311.83192981395,78790.71948545799
278,113,-146767.71918570535,78790.71948545799
279,121,-198458.429876026,78246.60674135014
280,244,-197914.3171319174,78246.60674135014
281,23,-197370.20438780874,78246.60674135014
282,28,-152208.84662679175,78246.60674135014
283,130,-151664.7338826831,78246.60674135014
284,40,-151120.62113857444,78246.60674135014
285,22,-147855.9446739226,78246.60674135014
286,113,-147311.83192981395,78246.60674135014
287,177,-146767.71918570535,78246.60674135014
288,13,-198458.429876026,77702.49399724044
289,197,-197914.3171319174,77702.49399724044
290,277,-197370.20438780874,77702.49399724044
291,66,-196826.09164370009,77702.49399724044
292,57,-152208.84662679175,77702.49399724044
293,27,-151664.7338826831,77702.49399724044
294,19,-151120.62113857444,77702.49399724044
295,15,-147855.9446739226,77702.49399724044
296,180,-146767.71918570535,77702.49399724044
297,50,-146223.6064415967,77702.49399724044
298,114,-196826.09164370009,77158.3812531326
299,54,-196281.9788995915,77158.3812531326
300,32,-152208.84662679175,77158.3812531326
301,17,-151664.7338826831,77158.3812531326
302,12,-146767.71918570535,77158.3812531326
303,175,-146223.6064415967,77158.3812531326
304,109,-196281.9788995915,76614.26850902475
305,20,-195737.86615548283,76614.26850902475
306,17,-151120.62113857444,76614.26850902475
307,16,-146767.71918570535,76614.26850902475
308,205,-146223.6064415967,76614.26850902475
309,126,-145679.49369748804,76614.26850902475
310,77,-195737.86615548283,76070.15576491505
311,15,-149488.28290624853,76070.15576491505
312,14,-147311.83192981395,76070.15576491505
313,12,-146767.71918570535,76070.15576491505
314,44,-146223.6064415967,76070.15576491505
315,215,-145679.49369748804,76070.15576491505
316,50,-145135.38095337944,76070.15576491505
317,118,-195737.86615548283,75526.0430208072
318,70,-195193.75341137417,75526.0430208072
319,29,-149488.28290624853,75526.0430208072
320,29,-148400.05741803127,75526.0430208072
321,49,-146223.6064415967,75526.0430208072
322,197,-145679.49369748804,75526.0430208072
323,88,-145135.38095337944,75526.0430208072
324,123,-195193.75341137417,74981.9302766975
325,94,-194649.64066726557,74981.9302766975
326,60,-194105.52792315691,74981.9302766975
327,10,-192473.189690831,74981.9302766975
328,13,-147855.9446739226,74981.9302766975
329,35,-147311.83192981395,74981.9302766975
330,23,-146767.71918570535,74981.9302766975
331,228,-145679.49369748804,74981.9302766975
332,30,-195193.75341137417,74437.81753258966
333,265,-194649.64066726557,74437.81753258966
334,245,-194105.52792315691,74437.81753258966
335,14,-193561.41517904826,74437.81753258966
336,13,-148400.05741803127,74437.81753258966
337,39,-147855.9446739226,74437.81753258966
338,23,-147311.83192981395,74437.81753258966
339,158,-146767.71918570535,74437.81753258966
340,190,-146223.6064415967,74437.81753258966
341,69,-145679.49369748804,74437.81753258966
342,257,-193561.41517904826,73893.70478847995
343,98,-193017.30243493966,73893.70478847995
344,21,-147855.9446739226,73893.70478847995
345,150,-147311.83192981395,73893.70478847995
346,277,-146767.71918570535,73893.70478847995
347,20,-146223.6064415967,73893.70478847995
348,146,-193017.30243493966,73349.59204437211
349,40,-192473.189690831,73349.59204437211
350,51,-148400.05741803127,73349.59204437211
351,17,-147855.9446739226,73349.59204437211
352,252,-147311.83192981395,73349.59204437211
353,53,-192473.189690831,72805.47930026427
354,120,-191929.07694672234,72805.47930026427
355,40,-149488.28290624853,72805.47930026427
356,43,-148944.17016213987,72805.47930026427
357,108,-148400.05741803127,72805.47930026427
358,146,-147855.9446739226,72805.47930026427
359,14,-147311.83192981395,72805.47930026427
360,187,-191929.07694672234,72261.36655615456
361,169,-191384.9642026137,72261.36655615456
362,38,-190840.8514585051,72261.36655615456
363,31,-149488.28290624853,72261.36655615456
364,21,-148944.17016213987,72261.36655615456
365,188,-148400.05741803127,72261.36655615456
366,388,-147855.9446739226,72261.36655615456
367,58,-191929.07694672234,71717.25381204672
368,254,-191384.9642026137,71717.25381204672
369,19,-190840.8514585051,71717.25381204672
370,61,-149488.28290624853,71717.25381204672
371,146,-148944.17016213987,71717.25381204672
372,333,-148400.05741803127,71717.25381204672
373,58,-147855.9446739226,71717.25381204672
374,13,-191384.9642026137,71173.14106793702
375,161,-190840.8514585051,71173.14106793702
376,11,-190296.73871439643,71173.14106793702
377,57,-189752.62597028777,71173.14106793702
378,78,-148944.17016213987,71173.14106793702
379,373,-148400.05741803127,71173.14106793702
380,127,-147855.9446739226,71173.14106793702
381,47,-190840.8514585051,70629.02832382917
382,249,-190296.73871439643,70629.02832382917
383,107,-189752.62597028777,70629.02832382917
384,19,-149488.28290624853,70629.02832382917
385,200,-148400.05741803127,70629.02832382917
386,119,-147855.9446739226,70629.02832382917
387,20,-147311.83192981395,70629.02832382917
388,200,-190296.73871439643,70084.91557971947
389,11,-189752.62597028777,70084.91557971947
390,24,-148944.17016213987,70084.91557971947
391,183,-148400.05741803127,70084.91557971947
392,328,-147855.9446739226,70084.91557971947
393,170,-147311.83192981395,70084.91557971947
394,143,-190296.73871439643,69540.80283561163
395,208,-189752.62597028777,69540.80283561163
396,46,-189208.51322617917,69540.80283561163
397,64,-188664.40048207052,69540.80283561163
398,62,-151120.62113857444,69540.80283561163
399,26,-150576.50839446584,69540.80283561163
400,22,-149488.28290624853,69540.80283561163
401,137,-148944.17016213987,69540.80283561163
402,147,-148400.05741803127,69540.80283561163
403,34,-147855.9446739226,69540.80283561163
404,32,-189752.62597028777,68996.69009150192
405,22,-188664.40048207052,68996.69009150192
406,38,-188120.28773796186,68996.69009150192
407,54,-151120.62113857444,68996.69009150192
408,137,-150576.50839446584,68996.69009150192
409,150,-150032.39565035718,68996.69009150192
410,356,-149488.28290624853,68996.69009150192
411,430,-148944.17016213987,68996.69009150192
412,78,-148400.05741803127,68996.69009150192
413,16,-152752.95937090035,68452.57734739408
414,50,-151664.7338826831,68452.57734739408
415,78,-151120.62113857444,68452.57734739408
416,26,-150576.50839446584,68452.57734739408
417,178,-150032.39565035718,68452.57734739408
418,50,-149488.28290624853,68452.57734739408
419,28,-187032.0622497446,67908.46460328624
420,67,-153297.072115009,67908.46460328624
421,89,-152752.95937090035,67908.46460328624
422,64,-152208.84662679175,67908.46460328624
423,18,-150576.50839446584,67908.46460328624
424,117,-150032.39565035718,67908.46460328624
425,15,-149488.28290624853,67908.46460328624
426,11,-161458.76327663858,67364.35185917653
427,22,-156017.63583555218,67364.35185917653
428,67,-155473.52309144358,67364.35185917653
429,166,-154929.41034733492,67364.35185917653
430,68,-154385.29760322627,67364.35185917653
431,67,-153841.18485911767,67364.35185917653
432,13,-153297.072115009,67364.35185917653
433,28,-151120.62113857444,67364.35185917653
434,58,-150576.50839446584,67364.35185917653
435,46,-150032.39565035718,67364.35185917653
436,22,-149488.28290624853,67364.35185917653
437,14,-166899.89071772498,66820.23911506869
438,19,-161458.76327663858,66820.23911506869
439,32,-160914.65053252992,66820.23911506869
440,74,-159826.42504431267,66820.23911506869
441,24,-159282.312300204,66820.23911506869
442,22,-158738.1995560954,66820.23911506869
443,38,-158194.08681198675,66820.23911506869
444,27,-157649.9740678781,66820.23911506869
445,25,-156561.74857966084,66820.23911506869
446,52,-156017.63583555218,66820.23911506869
447,25,-153841.18485911767,66820.23911506869
448,19,-151120.62113857444,66820.23911506869
449,15,-150032.39565035718,66820.23911506869
450,79,-184855.61127331003,66276.12637095898
451,48,-167444.00346183364,66276.12637095898
452,211,-166899.89071772498,66276.12637095898
453,45,-166355.77797361632,66276.12637095898
454,17,-164723.4397412904,66276.12637095898
455,31,-164179.3269971818,66276.12637095898
456,31,-163635.21425307315,66276.12637095898
457,47,-162546.98876485584,66276.12637095898
458,101,-162002.87602074724,66276.12637095898
459,121,-161458.76327663858,66276.12637095898
460,194,-160914.65053252992,66276.12637095898
461,12,-160370.53778842132,66276.12637095898
462,87,-159826.42504431267,66276.12637095898
463,220,-159282.312300204,66276.12637095898
464,171,-158738.1995560954,66276.12637095898
465,74,-158194.08681198675,66276.12637095898
466,123,-157649.9740678781,66276.12637095898
467,58,-157105.8613237695,66276.12637095898
468,126,-156561.74857966084,66276.12637095898
469,34,-153841.18485911767,66276.12637095898
470,54,-184311.49852920143,65732.01362685114
471,71,-167444.00346183364,65732.01362685114
472,173,-166899.89071772498,65732.01362685114
473,149,-166355.77797361632,65732.01362685114
474,224,-165811.66522950772,65732.01362685114
475,65,-165267.55248539906,65732.01362685114
476,57,-164723.4397412904,65732.01362685114
477,21,-163091.1015089645,65732.01362685114
478,10,-162546.98876485584,65732.01362685114
479,10,-162002.87602074724,65732.01362685114
480,33,-161458.76327663858,65732.01362685114
481,120,-160914.65053252992,65732.01362685114
482,179,-158738.1995560954,65732.01362685114
483,173,-158194.08681198675,65732.01362685114
484,215,-157649.9740678781,65732.01362685114
485,166,-157105.8613237695,65732.01362685114
486,19,-184311.49852920143,65187.900882741436
487,32,-183767.38578509277,65187.900882741436
488,21,-166355.77797361632,65187.900882741436
489,51,-165267.55248539906,65187.900882741436
490,196,-161458.76327663858,65187.900882741436
491,70,-160914.65053252992,65187.900882741436
492,41,-153841.18485911767,65187.900882741436
493,25,-183767.38578509277,64643.788138633594
494,42,-183223.27304098412,64643.788138633594
495,31,-182679.16029687552,64643.788138633594
496,49,-182135.04755276686,64643.788138633594
497,11,-181590.9348086582,64643.788138633594
498,20,-181046.8220645496,64643.788138633594
499,20,-169620.45443826815,64643.788138633594
500,90,-169076.34169415955,64643.788138633594
501,136,-168532.2289500509,64643.788138633594
502,14,-167988.11620594223,64643.788138633594
503,57,-165811.66522950772,64643.788138633594
504,50,-165267.55248539906,64643.788138633594
505,24,-162546.98876485584,64643.788138633594
506,23,-162002.87602074724,64643.788138633594
507,280,-161458.76327663858,64643.788138633594
508,26,-181590.9348086582,64099.67539452575
509,31,-172885.13090291998,64099.67539452575
510,12,-172341.01815881138,64099.67539452575
511,47,-171796.90541470272,64099.67539452575
512,30,-171252.79267059406,64099.67539452575
513,57,-170708.67992648546,64099.67539452575
514,42,-170164.5671823768,64099.67539452575
515,94,-169620.45443826815,64099.67539452575
516,24,-168532.2289500509,64099.67539452575
517,190,-167988.11620594223,64099.67539452575
518,237,-167444.00346183364,64099.67539452575
519,65,-166899.89071772498,64099.67539452575
520,26,-166355.77797361632,64099.67539452575
521,34,-165811.66522950772,64099.67539452575
522,117,-162002.87602074724,64099.67539452575
523,167,-161458.76327663858,64099.67539452575
524,50,-153841.18485911767,64099.67539452575
525,29,-181590.9348086582,63555.56265041605
526,39,-167988.11620594223,63555.56265041605
527,59,-166899.89071772498,63555.56265041605
528,35,-181590.9348086582,63011.449906308204
529,21,-177238.03285578912,63011.449906308204
530,34,-153841.18485911767,63011.449906308204
531,75,-181590.9348086582,62467.3371621985
532,89,-153841.18485911767,62467.3371621985
533,12,-153297.072115009,62467.3371621985
534,101,-181590.9348086582,61923.22441809066
535,45,-181046.8220645496,61923.22441809066
536,15,-153841.18485911767,61923.22441809066
537,107,-153297.072115009,61923.22441809066
538,107,-113576.84179507836,61923.22441809066
539,137,-113032.72905096976,61923.22441809066
540,256,-112488.6163068611,61923.22441809066
541,88,-111944.50356275245,61923.22441809066
542,27,-111400.39081864385,61923.22441809066
543,359,-110312.16533042653,61923.22441809066
544,85,-109768.05258631794,61923.22441809066
545,17,-109223.93984220928,61923.22441809066
546,124,-108679.82709810062,61923.22441809066
547,426,-108135.71435399202,61923.22441809066
548,237,-107591.60160988336,61923.22441809066
549,29,-181046.8220645496,61379.11167398095
550,212,-116297.40551562159,61379.11167398095
551,257,-115753.29277151293,61379.11167398095
552,126,-115209.18002740428,61379.11167398095
553,219,-114665.06728329568,61379.11167398095
554,157,-114120.95453918702,61379.11167398095
555,323,-113576.84179507836,61379.11167398095
556,464,-113032.72905096976,61379.11167398095
557,498,-112488.6163068611,61379.11167398095
558,403,-111944.50356275245,61379.11167398095
559,313,-111400.39081864385,61379.11167398095
560,384,-110856.27807453519,61379.11167398095
561,591,-110312.16533042653,61379.11167398095
562,488,-109768.05258631794,61379.11167398095
563,426,-109223.93984220928,61379.11167398095
564,198,-108679.82709810062,61379.11167398095
565,367,-108135.71435399202,61379.11167398095
566,173,-107591.60160988336,61379.11167398095
567,60,-107047.4888657747,61379.11167398095
568,121,-106503.37612166605,61379.11167398095
569,85,-118473.8564920561,60834.99892987311
570,229,-117929.7437479475,60834.99892987311
571,356,-117385.63100383885,60834.99892987311
572,247,-116841.51825973019,60834.99892987311
573,70,-116297.40551562159,60834.99892987311
574,69,-115753.29277151293,60834.99892987311
575,35,-115209.18002740428,60834.99892987311
576,204,-114665.06728329568,60834.99892987311
577,320,-114120.95453918702,60834.99892987311
578,160,-113576.84179507836,60834.99892987311
579,138,-113032.72905096976,60834.99892987311
580,218,-112488.6163068611,60834.99892987311
581,212,-111944.50356275245,60834.99892987311
582,29,-111400.39081864385,60834.99892987311
583,198,-110856.27807453519,60834.99892987311
584,134,-110312.16533042653,60834.99892987311
585,262,-109768.05258631794,60834.99892987311
586,175,-109223.93984220928,60834.99892987311
587,98,-108679.82709810062,60834.99892987311
588,214,-108135.71435399202,60834.99892987311
589,261,-107591.60160988336,60834.99892987311
590,97,-106503.37612166605,60834.99892987311
591,252,-105959.26337755745,60834.99892987311
592,44,-105415.1506334488,60834.99892987311
593,12,-120106.19472438202,60290.88618576527
594,313,-119562.08198027342,60290.88618576527
595,209,-119017.96923616476,60290.88618576527
596,405,-118473.8564920561,60290.88618576527
597,80,-117929.7437479475,60290.88618576527
598,180,-117385.63100383885,60290.88618576527
599,252,-116841.51825973019,60290.88618576527
600,81,-116297.40551562159,60290.88618576527
601,17,-115209.18002740428,60290.88618576527
602,62,-114665.06728329568,60290.88618576527
603,136,-114120.95453918702,60290.88618576527
604,168,-113576.84179507836,60290.88618576527
605,132,-113032.72905096976,60290.88618576527
606,181,-112488.6163068611,60290.88618576527
607,160,-111944.50356275245,60290.88618576527
608,32,-111400.39081864385,60290.88618576527
609,116,-110856.27807453519,60290.88618576527
610,131,-110312.16533042653,60290.88618576527
611,124,-109768.05258631794,60290.88618576527
612,170,-109223.93984220928,60290.88618576527
613,101,-108679.82709810062,60290.88618576527
614,272,-108135.71435399202,60290.88618576527
615,86,-107591.60160988336,60290.88618576527
616,62,-106503.37612166605,60290.88618576527
617,299,-105959.26337755745,60290.88618576527
618,274,-105415.1506334488,60290.88618576527
619,143,-121194.42021259933,59746.77344165556
620,150,-120650.30746849068,59746.77344165556
621,213,-120106.19472438202,59746.77344165556
622,179,-119562.08198027342,59746.77344165556
623,53,-119017.96923616476,59746.77344165556
624,247,-118473.8564920561,59746.77344165556
625,76,-117929.7437479475,59746.77344165556
626,236,-117385.63100383885,59746.77344165556
627,133,-116841.51825973019,59746.77344165556
628,114,-116297.40551562159,59746.77344165556
629,27,-115209.18002740428,59746.77344165556
630,46,-114665.06728329568,59746.77344165556
631,56,-114120.95453918702,59746.77344165556
632,66,-113576.84179507836,59746.77344165556
633,44,-113032.72905096976,59746.77344165556
634,86,-112488.6163068611,59746.77344165556
635,242,-111944.50356275245,59746.77344165556
636,88,-111400.39081864385,59746.77344165556
637,29,-110856.27807453519,59746.77344165556
638,50,-110312.16533042653,59746.77344165556
639,69,-109768.05258631794,59746.77344165556
640,113,-109223.93984220928,59746.77344165556
641,137,-108679.82709810062,59746.77344165556
642,197,-108135.71435399202,59746.77344165556
643,297,-107591.60160988336,59746.77344165556
644,251,-107047.4888657747,59746.77344165556
645,185,-106503.37612166605,59746.77344165556
646,260,-105959.26337755745,59746.77344165556
647,373,-105415.1506334488,59746.77344165556
648,11,-104871.03788934014,59746.77344165556
649,67,-142414.8172328362,59202.66069754772
650,184,-121738.53295670793,59202.66069754772
651,245,-121194.42021259933,59202.66069754772
652,134,-120650.30746849068,59202.66069754772
653,146,-120106.19472438202,59202.66069754772
654,150,-119562.08198027342,59202.66069754772
655,35,-119017.96923616476,59202.66069754772
656,75,-118473.8564920561,59202.66069754772
657,17,-117929.7437479475,59202.66069754772
658,56,-117385.63100383885,59202.66069754772
659,58,-116841.51825973019,59202.66069754772
660,184,-116297.40551562159,59202.66069754772
661,18,-114665.06728329568,59202.66069754772
662,46,-114120.95453918702,59202.66069754772
663,26,-113576.84179507836,59202.66069754772
664,12,-113032.72905096976,59202.66069754772
665,17,-112488.6163068611,59202.66069754772
666,33,-111944.50356275245,59202.66069754772
