X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
11,3,3,12,8,10,11,13,15,16,1,0,6,9,10,13,14,18,4,7,9,10,12,7,8,10,13,14,17,8,8,13,14,14,21,4,13,14,17,19,21,6,8,15,16,18,20,7,11,14,16,18,19,20,20,21,8,13,18,19,21,12,15,16,16,18,19,20,21,22,12,16,18,18,20,21,21,22,24,18,19,21,21,24,18,19,20,21,22,26,18,20,20,21,21,23,23,24,24,26,16,20,23,23,24,27,18,19,20,21,23,24,24,25,25,8,9,10,21,22,24,24,25,9,10,10,23,24,24,26,27,27,25,25,26,26,27,10,13,25,26,26,27,27,28,29,29,31,11,10,11,19,23,24,27,27,28,32,11,15,15,16,24,27,28,29,30,30,15,21,26,27,28,29,30,30,13,14,14,16,21,21,23,23,25,26,27,27,30,30,13,23,29,30,14,16,18,24,24,25,26,30,30,31,32,14,18,22,23,24,24,29,31,33,15,17,18,19,20,20,21,21,23,25,25,26,29,30,31,32,15,16,17,19,21,21,32,33,36,18,19,20,20,23,23,34,36,23,24,24,26,27,32,35,38,24,26,26,27,30,30,34,35,36,37,39,25,32,34,35,35,36,37,25,33,34,35,36,36,29,29,35,36,37,26,31,24,31,32,32,22,25,26,30,31,25,29,32,33,34
12,6,5,6,2,4,5,7,9,10,7,6,0,3,4,7,8,12,3,1,3,4,6,2,2,4,7,8,11,2,2,7,8,8,15,6,7,8,11,13,15,6,4,9,10,12,14,6,5,8,10,12,13,14,14,15,6,7,12,13,15,6,9,10,10,12,13,14,15,16,6,10,12,12,14,15,15,16,18,12,13,15,15,18,12,13,14,15,16,20,12,14,14,15,15,16,17,18,18,20,10,14,16,17,18,21,12,13,14,15,16,18,18,19,19,14,13,13,15,16,18,18,19,14,14,13,17,18,18,20,21,21,19,19,20,20,21,16,13,19,20,20,21,21,22,23,23,25,17,16,16,13,16,18,21,21,22,26,17,13,13,12,18,21,22,23,24,24,14,15,20,21,22,23,24,24,18,16,16,14,15,15,16,17,19,20,21,21,24,24,19,17,23,24,18,16,15,18,18,19,20,24,24,25,26,20,16,16,16,18,18,23,25,27,19,18,17,16,15,14,15,15,16,19,19,20,23,24,25,26,21,20,19,16,15,15,26,27,30,19,18,17,16,16,17,28,30,17,18,18,20,21,26,29,32,18,20,20,21,24,24,27,29,30,31,33,19,26,28,29,29,30,31,19,27,28,29,30,30,23,23,29,30,31,20,25,23,25,26,26,26,23,21,24,25,24,23,26,27,27
13,8,8,3,2,1,2,4,7,8,9,9,3,0,1,4,5,9,6,3,1,1,3,4,3,1,4,6,8,4,4,4,5,5,13,9,4,5,8,10,13,9,7,7,8,9,12,9,4,5,8,9,10,11,12,12,9,4,9,10,12,6,7,7,8,9,10,12,12,13,7,8,9,9,12,12,13,13,15,9,10,12,13,15,9,10,12,12,13,17,9,11,12,12,13,14,14,15,15,18,7,11,14,14,15,18,9,10,11,13,14,15,15,16,16,17,16,15,12,13,15,15,16,17,16,16,14,15,15,17,18,19,16,16,17,18,18,19,16,16,17,18,18,19,19,20,20,22,20,19,19,11,14,15,18,19,19,24,20,16,15,15,15,19,19,20,21,21,16,13,18,19,19,20,21,21,20,19,19,17,12,13,14,14,16,18,18,19,21,21,21,14,20,21,21,19,18,15,15,16,17,21,21,23,24,23,19,14,14,15,15,20,23,24,22,20,20,19,18,17,16,16,15,16,16,17,20,21,23,23,24,23,21,19,18,17,23,24,27,21,20,20,19,18,18,25,27,19,18,18,18,19,24,26,29,19,17,18,18,21,21,25,26,27,28,30,19,24,25,26,26,27,28,20,24,25,26,27,27,20,20,26,27,29,23,22,26,23,23,24,29,25,24,21,22,26,23,23,24,25
14,9,9,2,3,1,1,3,6,7,10,10,4,1,0,3,4,8,7,4,2,1,2,6,4,2,3,4,7,5,5,3,4,4,12,10,3,4,7,9,12,10,8,5,7,8,10,10,6,4,7,8,9,10,10,11,10,4,8,9,11,7,5,6,7,8,9,10,11,12,8,7,8,8,10,11,12,12,14,8,9,11,12,14,8,9,10,11,12,16,8,10,10,11,12,13,13,14,14,16,8,10,13,13,14,17,8,9,10,12,13,14,14,15,15,18,17,16,11,12,14,14,15,18,18,17,13,14,14,16,17,18,15,15,16,16,17,20,17,15,16,16,17,18,18,19,19,21,21,20,20,12,13,14,17,18,18,23,21,17,16,16,14,18,18,19,20,20,18,12,16,18,18,19,20,20,21,20,20,18,13,13,13,13,15,16,17,18,20,20,23,13,19,20,22,20,19,14,14,15,16,20,20,21,23,24,20,15,15,14,14,19,21,23,23,21,21,20,19,18,18,17,16,15,15,16,19,20,21,22,25,24,23,20,19,18,22,23,26,23,21,21,20,19,19,24,26,20,19,19,16,18,23,25,28,20,18,18,17,20,20,24,25,26,27,29,20,23,24,25,25,26,27,21,23,24,25,26,26,19,19,25,26,27,24,21,27,21,22,23,30,26,25,22,21,27,24,22,23,24
15,12,12,3,6,4,3,1,3,4,13,13,7,4,3,0,1,5,10,7,4,4,2,8,7,5,2,2,4,8,8,3,2,2,9,13,4,3,4,7,9,13,10,3,4,5,8,13,8,6,4,5,6,7,8,8,13,7,5,7,8,9,6,5,5,5,7,8,8,9,10,6,5,6,8,8,9,9,12,5,6,8,9,12,7,6,8,8,9,13,8,7,8,8,9,10,10,11,12,14,11,7,10,10,11,14,10,9,8,9,10,11,12,12,13,21,20,19,8,9,11,12,12,21,20,20,10,11,12,13,14,15,12,13,13,14,14,23,20,12,13,14,14,15,15,16,16,18,24,23,23,15,11,11,14,15,15,20,24,20,19,19,11,15,15,16,17,18,20,14,14,15,15,16,17,18,24,23,23,21,16,15,14,14,12,14,14,15,17,18,25,15,16,18,25,23,21,15,15,14,13,17,18,19,20,26,23,18,18,16,16,16,19,20,26,24,24,23,21,21,20,20,19,16,16,15,16,18,19,19,27,26,25,23,21,21,19,20,23,25,24,24,23,22,21,21,23,23,22,21,19,18,20,22,25,23,21,20,20,17,18,21,22,23,24,26,23,20,21,22,23,23,24,24,20,21,23,23,24,21,21,23,23,25,26,21,30,22,21,21,32,29,28,25,24,30,27,24,23,22
16,13,13,4,7,5,4,2,2,3,14,14,8,5,4,1,0,4,11,8,6,5,3,9,8,6,3,2,3,9,9,4,3,3,8,14,6,4,3,5,8,14,12,4,3,4,7,14,9,7,4,4,5,6,7,7,14,8,4,5,7,10,7,7,6,5,5,7,7,8,12,7,6,6,7,7,8,8,10,7,6,7,8,10,8,7,7,7,8,12,9,7,7,7,8,9,9,10,10,13,12,8,9,9,10,13,11,10,9,8,9,10,10,11,12,22,21,20,9,8,10,10,11,22,21,21,9,10,10,12,13,14,11,12,12,13,13,24,21,11,12,13,13,14,14,15,15,17,25,24,24,16,12,11,13,14,14,19,25,21,20,20,12,14,14,15,16,16,21,15,13,14,14,15,16,16,25,24,24,22,17,16,15,15,13,13,13,14,16,16,26,16,15,16,26,24,23,16,16,15,14,16,16,18,19,27,24,19,19,18,17,15,18,19,27,25,25,24,23,22,21,21,20,18,17,16,15,16,18,18,29,27,26,24,23,22,18,19,22,26,25,25,24,23,23,20,22,24,23,23,20,19,19,21,24,24,22,21,21,18,18,20,21,22,23,25,24,19,20,21,21,22,23,25,19,20,21,22,23,23,22,21,22,24,27,23,31,23,23,22,34,30,29,26,25,31,28,25,24,23
17,17,16,8,11,9,8,6,3,2,18,18,12,9,8,5,4,0,15,12,9,9,7,13,12,10,7,6,3,13,13,8,7,7,4,18,9,8,5,3,4,18,15,8,7,6,3,18,13,10,8,7,6,4,4,3,18,12,7,6,4,14,11,10,10,9,7,6,6,4,15,11,10,9,7,7,6,6,7,10,10,8,7,7,12,11,9,9,8,8,13,11,10,10,9,8,8,7,7,9,16,12,9,9,8,9,15,14,13,12,10,9,9,8,8,26,25,24,13,12,10,10,9,26,25,25,12,12,11,9,9,10,12,11,10,10,9,28,25,13,12,11,10,10,10,11,12,13,29,28,27,20,16,15,12,11,10,15,29,25,24,24,16,12,12,11,12,13,25,19,14,13,13,12,12,13,29,28,27,26,21,20,19,19,17,15,15,14,12,13,30,20,14,13,30,28,26,20,20,19,18,14,14,14,15,31,27,23,23,21,21,16,14,15,31,29,29,27,26,26,25,25,24,21,21,20,17,16,15,14,32,31,30,28,26,26,15,15,18,30,29,29,28,27,26,16,18,27,27,26,24,23,18,17,20,27,26,25,25,22,21,18,17,18,19,21,28,20,19,18,18,18,19,29,21,20,19,18,19,26,26,20,19,20,31,26,35,27,26,26,37,34,33,30,29,35,32,29,27,27
18,3,3,9,5,7,8,10,13,14,4,4,3,6,7,10,11,15,0,3,6,6,8,3,4,6,9,10,13,4,4,9,10,10,18,3,9,10,13,15,18,3,4,12,13,14,16,3,7,10,13,14,15,16,16,17,4,9,14,15,17,8,12,12,13,14,15,16,17,18,8,13,14,14,16,17,18,18,20,14,15,17,18,20,14,15,16,17,18,22,14,16,16,17,18,19,19,20,20,23,12,16,19,19,20,23,14,15,16,18,19,20,20,21,21,11,10,9,17,18,20,20,21,11,10,10,19,20,20,22,23,24,21,21,22,23,23,13,10,21,22,23,23,24,24,25,25,27,14,13,13,15,19,20,23,24,24,29,14,11,12,12,20,24,24,25,26,26,12,18,23,24,24,25,26,26,14,13,13,12,17,18,19,19,21,23,23,24,26,26,15,19,25,26,15,13,14,20,20,21,22,26,26,27,29,16,14,18,19,20,20,25,27,29,16,14,14,15,16,16,17,18,19,21,21,22,25,26,27,28,18,16,15,15,17,18,28,29,32,15,15,16,16,19,19,30,32,19,20,20,23,24,29,31,34,20,22,23,23,26,26,30,31,32,33,35,21,29,30,31,31,32,33,21,29,30,31,32,32,25,25,31,32,34,22,27,20,27,28,29,23,21,23,26,27,21,25,28,29,30
19,6,6,7,2,4,6,8,10,11,7,7,1,3,4,7,8,12,3,0,3,3,5,1,1,3,7,8,10,1,2,7,7,8,15,5,6,7,10,13,15,5,3,9,10,11,14,5,4,7,10,11,12,13,14,14,5,7,12,13,14,5,9,9,10,11,13,14,14,15,5,10,11,12,14,14,15,15,18,12,12,14,15,18,12,12,14,14,15,19,12,13,14,14,15,16,16,17,18,20,9,13,16,16,17,20,12,13,13,15,16,17,18,18,19,14,13,12,14,15,17,18,18,14,13,13,16,17,18,19,20,21,18,19,19,20,20,16,13,18,19,20,20,21,21,22,23,24,16,16,15,12,16,17,20,21,21,26,16,13,12,12,17,21,21,22,23,24,13,15,20,21,21,23,23,24,17,16,15,14,14,15,16,16,18,20,20,21,23,24,18,16,23,24,18,16,14,17,18,18,19,23,24,25,26,19,15,15,16,17,18,22,25,26,19,17,16,15,14,14,14,15,16,18,19,19,23,24,25,25,20,19,18,16,14,15,25,26,29,18,17,16,16,16,16,27,29,16,17,18,20,21,26,28,31,18,19,20,20,23,24,27,28,29,30,32,18,26,27,28,29,29,30,19,26,27,29,29,30,22,23,29,29,31,19,24,23,25,25,26,25,22,21,23,24,23,22,25,26,27
20,9,8,4,3,2,3,5,7,8,10,9,3,1,2,4,6,9,6,3,0,1,2,4,3,1,4,5,8,4,3,4,4,5,12,8,3,4,8,10,12,8,6,6,7,8,11,8,4,4,7,8,9,10,11,12,8,4,9,10,12,5,6,7,7,8,10,11,12,13,6,7,8,9,11,12,12,13,15,9,9,12,12,15,9,9,11,12,13,16,9,10,11,12,12,13,14,14,15,17,7,10,13,14,14,18,9,10,10,12,13,14,15,15,16,16,15,15,12,13,14,15,15,16,16,15,14,14,15,16,18,18,15,16,16,17,18,19,15,15,16,17,18,18,19,19,20,21,19,19,18,10,13,14,18,18,19,23,19,15,15,14,14,18,19,19,20,21,16,12,17,18,19,20,20,21,20,19,18,16,12,12,13,14,15,17,18,18,20,21,21,14,20,21,20,19,17,14,15,15,16,20,21,22,23,22,18,14,13,14,15,19,22,24,21,20,19,18,17,16,16,15,14,15,16,16,20,21,22,23,23,22,21,19,17,16,23,24,26,21,20,19,19,18,17,25,26,18,18,17,17,18,23,25,29,18,16,17,18,20,21,24,25,26,27,30,19,23,25,25,26,26,27,19,24,25,26,26,27,19,20,26,26,28,22,21,25,22,23,23,28,25,24,20,21,26,23,23,24,24
21,9,9,3,3,1,2,4,7,8,10,10,4,1,1,4,5,9,6,3,1,0,2,4,3,1,3,4,7,4,4,3,4,4,12,9,3,4,7,9,12,9,7,5,7,8,10,9,4,4,7,8,9,10,10,11,9,3,8,9,11,5,5,6,7,8,9,10,11,12,7,7,8,8,10,11,12,12,14,8,9,11,12,14,8,9,10,11,12,16,8,10,10,11,12,13,13,14,14,16,7,10,13,13,14,17,8,9,10,12,13,14,14,15,15,17,16,15,11,12,14,14,15,17,16,16,13,14,14,16,17,18,15,15,16,16,17,19,16,15,16,16,17,18,18,19,19,21,20,19,19,11,13,14,17,18,18,23,20,16,15,15,14,18,18,19,20,20,16,12,16,18,18,19,20,20,20,19,19,17,12,12,13,13,15,16,17,18,20,20,21,13,19,20,21,19,18,14,14,15,16,20,20,21,23,23,19,14,14,14,14,19,21,23,22,20,20,19,18,17,16,16,15,15,15,16,19,20,21,22,24,23,21,19,18,17,22,23,26,21,20,20,19,18,18,24,26,19,18,18,16,18,23,25,28,19,17,16,17,20,20,24,25,26,27,29,19,23,24,25,25,26,27,20,23,24,25,26,26,19,19,25,26,27,23,21,26,21,22,23,29,25,24,21,21,26,23,22,23,24
